"fophNumber"	"version"	"ohiZone"	"insuredStock"
"1401"	"5"	"756.25"	"9"
"1401"	"5"	"756.08"	"6"
"1401"	"5"	"756.18"	"63"
"1401"	"5"	"756.03"	"37"
"1401"	"5"	"756.24"	"1"
"1401"	"5"	"756.07"	"7"
"1401"	"5"	"756.06"	"8"
"1401"	"5"	"756.17"	"6832"
"1401"	"5"	"756.14"	"18"
"1401"	"5"	"756.11"	"36"
"1401"	"5"	"756.05"	"49"
"1401"	"5"	"756.20"	"197"
"1401"	"5"	"756.21"	"14"
"1401"	"5"	"756.22"	"18"
"1401"	"5"	"756.23"	"6"
"1401"	"5"	"756.09"	"18"
"1401"	"5"	"756.01"	"1279"
"1423"	"5"	"756.19"	"2805"
"1423"	"5"	"756.02"	"633"
"1423"	"5"	"756.13"	"79"
"1423"	"5"	"756.12"	"62"
"1423"	"5"	"756.03"	"40"
"1423"	"5"	"756.11"	"55"
"1423"	"5"	"756.05"	"23"
"1423"	"5"	"756.09"	"19"
"1423"	"5"	"756.01"	"95"
"1479"	"5"	"756.19"	"14431"
"1479"	"5"	"756.16"	"15"
"1479"	"5"	"756.15"	"98"
"1479"	"5"	"756.02"	"11285"
"1479"	"5"	"756.13"	"916"
"1479"	"5"	"756.12"	"5230"
"1479"	"5"	"756.10"	"8715"
"1479"	"5"	"756.25"	"74274"
"1479"	"5"	"756.08"	"132"
"1479"	"5"	"756.18"	"1601"
"1479"	"5"	"756.26"	"10131"
"1479"	"5"	"756.03"	"1642"
"1479"	"5"	"756.24"	"11397"
"1479"	"5"	"756.07"	"80"
"1479"	"5"	"756.06"	"356"
"1479"	"5"	"756.17"	"2271"
